,Content
830,"Read out cached package applicability for package: Package_for_KB3033889~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
831,Session: 30546174_169066677 initialized by client WindowsUpdateAgent.
832,"Read out cached package applicability for package: Package_for_KB3037574~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
833,Session: 30546174_169296690 initialized by client WindowsUpdateAgent.
834,"Read out cached package applicability for package: Package_for_KB2977292~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
835,Session: 30546174_169316691 initialized by client WindowsUpdateAgent.
836,"Read out cached package applicability for package: Package_for_KB3161949~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
837,Session: 30546174_169366694 initialized by client WindowsUpdateAgent.
838,"Read out cached package applicability for package: Package_for_KB3006625~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
839,Session: 30546174_169406696 initialized by client WindowsUpdateAgent.
840,"Read out cached package applicability for package: Package_for_KB3159398~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
841,Session: 30546174_169616708 initialized by client WindowsUpdateAgent.
842,"Read out cached package applicability for package: Package_for_KB3035017~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
843,Session: 30546174_169636709 initialized by client WindowsUpdateAgent.
844,"Read out cached package applicability for package: Package_for_KB2993651~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112"
845,Session: 30546174_169666711 initialized by client WindowsUpdateAgent.
846,"Read out cached package applicability for package: Package_for_KB3184122~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
847,Session: 30546174_169696713 initialized by client WindowsUpdateAgent.
848,"Read out cached package applicability for package: Package_for_KB2786081~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
849,Session: 30546174_169726714 initialized by client WindowsUpdateAgent.
850,"Read out cached package applicability for package: Package_for_KB2761217~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
851,Session: 30546174_169836721 initialized by client WindowsUpdateAgent.
852,"Read out cached package applicability for package: Package_for_KB3142024~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
853,Session: 30546174_170026732 initialized by client WindowsUpdateAgent.
854,"Read out cached package applicability for package: Package_for_KB2835174~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0"
855,Session: 30546174_170246744 initialized by client WindowsUpdateAgent.
856,"Read out cached package applicability for package: Package_for_KB2808679~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
857,Session: 30546174_171486815 initialized by client WindowsUpdateAgent.
858,"Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
859,Session: 30546174_171536818 initialized by client WindowsUpdateAgent.
860,"Read out cached package applicability for package: Package_for_KB2532531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
861,Session: 30546174_171646824 initialized by client WindowsUpdateAgent.
862,"Read out cached package applicability for package: Package_for_KB2973112~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
863,Session: 30546174_172076849 initialized by client WindowsUpdateAgent.
864,"Read out cached package applicability for package: Package_for_KB2653956~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112"
865,Session: 30546174_172126852 initialized by client WindowsUpdateAgent.
866,"Read out cached package applicability for package: Package_for_KB3101722~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
867,Session: 30546174_172246858 initialized by client WindowsUpdateAgent.
868,"Read out cached package applicability for package: Package_for_KB3155178~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
869,Session: 30546174_172276860 initialized by client WindowsUpdateAgent.
870,"Read out cached package applicability for package: Package_for_KB2978120~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
871,Session: 30546174_172546876 initialized by client WindowsUpdateAgent.
872,"Read out cached package applicability for package: Package_for_KB3140245~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
873,Session: 30546174_172566877 initialized by client WindowsUpdateAgent.
874,"Read out cached package applicability for package: Package_for_KB3010788~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
875,Session: 30546174_172676883 initialized by client WindowsUpdateAgent.
876,"Read out cached package applicability for package: Package_for_KB982018~31bf3856ad364e35~amd64~~6.1.3.2, ApplicableState: 112, CurrentState:112"
877,Session: 30546174_173216914 initialized by client WindowsUpdateAgent.
878,"Read out cached package applicability for package: Package_for_KB2705219~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
879,Session: 30546174_173266917 initialized by client WindowsUpdateAgent.
880,Session: 30546174_173636938 initialized by client WindowsUpdateAgent.
881,"Read out cached package applicability for package: Package_for_KB3004375~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112"
882,Session: 30546174_176877123 initialized by client WindowsUpdateAgent.
883,"Read out cached package applicability for package: Package_for_KB3138378~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
884,Session: 30546174_176887124 initialized by client WindowsUpdateAgent.
885,"Read out cached package applicability for package: Package_for_KB2506928~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
886,Session: 30546174_176917126 initialized by client WindowsUpdateAgent.
887,"Read out cached package applicability for package: Package_for_KB2799926~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
888,Session: 30546174_176947127 initialized by client WindowsUpdateAgent.
889,"Read out cached package applicability for package: Package_for_KB2491683~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
890,Session: 30546174_176967128 initialized by client WindowsUpdateAgent.
891,"Read out cached package applicability for package: Package_for_KB2654428~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
892,Session: 30546174_177007131 initialized by client WindowsUpdateAgent.
893,"Read out cached package applicability for package: Package_for_KB3004361~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
894,Session: 30546174_177047133 initialized by client WindowsUpdateAgent.
895,"Read out cached package applicability for package: Package_for_KB3108371~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
896,Session: 30546174_177107136 initialized by client WindowsUpdateAgent.
897,"Read out cached package applicability for package: Package_for_KB2892074~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
898,Session: 30546174_177417154 initialized by client WindowsUpdateAgent.
899,"Read out cached package applicability for package: Package_for_KB2973351~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
900,Session: 30546174_179617280 initialized by client WindowsUpdateAgent.
901,"Read out cached package applicability for package: Package_for_KB2729094~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
902,Session: 30546174_179737287 initialized by client WindowsUpdateAgent.
903,"Read out cached package applicability for package: Package_for_KB2511455~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
904,Session: 30546174_179777289 initialized by client WindowsUpdateAgent.
905,"Read out cached package applicability for package: Package_for_KB2564958~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
906,Session: 30546174_179827292 initialized by client WindowsUpdateAgent.
907,"Read out cached package applicability for package: Package_for_KB3045685~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
908,Session: 30546174_179897296 initialized by client WindowsUpdateAgent.
909,"Read out cached package applicability for package: Package_for_KB2836943~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 80, CurrentState:112"
910,Session: 30546174_180077306 initialized by client WindowsUpdateAgent.
911,"Read out cached package applicability for package: Package_for_KB2698365~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
912,Session: 30546174_180217314 initialized by client WindowsUpdateAgent.
913,Session: 30546174_180377324 initialized by client WindowsUpdateAgent.
914,"Read out cached package applicability for package: Package_for_KB3031432~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
915,Session: 30546174_181797405 initialized by client WindowsUpdateAgent.
916,"Read out cached package applicability for package: Package_for_KB3004375~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112"
917,Session: 30546174_184807577 initialized by client WindowsUpdateAgent.
918,"Read out cached package applicability for package: Package_for_KB2928120~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 0, CurrentState:0"
919,Session: 30546174_185287604 initialized by client WindowsUpdateAgent.
920,"Read out cached package applicability for package: Package_for_KB3087039~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 80, CurrentState:112"
921,Session: 30546174_185317606 initialized by client WindowsUpdateAgent.
922,"Read out cached package applicability for package: Package_for_KB2736422~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
923,Session: 30546174_185407611 initialized by client WindowsUpdateAgent.
924,"Read out cached package applicability for package: Package_for_KB3156019~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
925,Session: 30546174_185487616 initialized by client WindowsUpdateAgent.
926,"Read out cached package applicability for package: Package_for_RollupFix~31bf3856ad364e35~amd64~~7601.23545.1.4, ApplicableState: 112, CurrentState:112"
927,Session: 30546174_186107651 initialized by client WindowsUpdateAgent.
928,"Read out cached package applicability for package: Package_for_KB2862152~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
929,Session: 30546174_186137653 initialized by client WindowsUpdateAgent.
930,"Read out cached package applicability for package: Package_for_KB2852386~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
931,Session: 30546174_186257660 initialized by client WindowsUpdateAgent.
932,"Read out cached package applicability for package: Package_for_KB2647753~31bf3856ad364e35~amd64~~6.1.4.0, ApplicableState: 112, CurrentState:112"
933,Session: 30546174_186297662 initialized by client WindowsUpdateAgent.
934,"Read out cached package applicability for package: Package_for_KB3177467~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
935,Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION]
936,Reboot mark refs incremented to: 1
937,Scavenge: Starts
938,"00000009@2016/9/27:20:40:53.744 CSI Transaction @0x47e9e0 initialized for deployment engine {d16d444c-56d8-11d5-882d-0080c847b195} with flags 00000002 and client id [10]""TI6.0_0:0/"""
939,Scavenge: Begin CSI Store
940,0000000a Performing 1 operations; 1 are not lock/unlock and follow:
941,"0000000b Store coherency cookie matches last scavenge cookie, skipping scavenge."
942,0000000c ICSITransaction::Commit calling IStorePendingTransaction::Apply - coldpatching=FALSE applyflags=7
943,"0000000d Creating NT transaction (seq 2), objectname [6]""(null)"""
944,"0000000e Created NT transaction (seq 2) result 0x00000000, handle @0xb8"
945,0000000f@2016/9/27:20:40:54.786 CSI perf trace:
946,"Scavenge: Completed, disposition: 0X1"
947,00000010@2016/9/27:20:40:54.787 CSI Transaction @0x47e9e0 destroyed
948,Reboot mark refs: 0
949,Idle processing thread terminated normally
950,Ending the TrustedInstaller main loop.
951,Starting TrustedInstaller finalization.
952,Ending TrustedInstaller finalization.
953,Starting TrustedInstaller initialization.
954,Loaded Servicing Stack v6.1.7601.23505 with Core: C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\cbscore.dll
955,00000001@2016/9/28:16:00:46.160 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fee5c39b6d @0x7fee5c0358f @0xffeee97c @0xffeed799 @0xffeedb2f)
956,00000002@2016/9/28:16:00:46.200 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fee5c86ade @0x7fee5c52984 @0x7fee5c03665 @0xffeee97c @0xffeed799)
957,00000003@2016/9/28:16:00:46.213 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fef9d98728 @0x7fef9d98856 @0xffeee474 @0xffeed7de @0xffeedb2f)
