,EventTemplate
1950,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1951,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1952,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1953,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1954,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1955,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1956,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1957,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1958,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1959,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1960,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1961,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1962,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1963,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1964,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1965,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1966,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1967,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1968,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1969,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1970,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1971,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1972,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1973,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1974,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1975,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1976,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1977,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1978,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1979,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1980,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1981,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1982,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1983,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1984,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1985,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1986,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1987,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1988,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1989,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1990,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1991,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1992,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1993,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1994,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1995,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1996,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1997,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
1998,Session: <*>_<*> initialized by client WindowsUpdateAgent.
1999,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
